system:index,annual_mean_solar,elevation,lat,lon,year,.geo
2649_0,5291424.2942727255,883,31.6030974318534,-103.79344632712633,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.76889004506651,31.57129066038058]}"
2650_0,5357134.6066014925,697,34.85726216261168,-115.16128182849558,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-115.16851100054325,34.88607405878162]}"
2651_0,4095604.766219072,220,43.86920842357213,-86.35866905687797,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.38648929735378,43.860243747135634]}"
2652_0,4259885.01841656,947,45.66726722198806,-105.3010834346373,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-105.3050091809109,45.63890800969229]}"
2653_0,5660963.655859483,1308,26.51995368497178,-103.63525764650572,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.60719329392501,26.55869137499365]}"
2654_0,4509574.498039848,82,43.99158621856916,-77.59131870022667,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.57401636014127,44.02194049827715]}"
2655_0,4014406.9835421313,258,46.15568350887886,-79.6836663376063,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.67607412498096,46.123998263116825]}"
2656_0,5301921.178405145,127,36.422440251726236,-121.33961664466585,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.31298754392077,36.422193194626]}"
2659_0,9999.0,0,30.30477663151662,-81.21171838702438,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.21219326082533,30.27771665124847]}"
2661_0,4560385.242503319,257,41.137937310952324,-76.44934423193638,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.44213910215068,41.1113989777299]}"
2662_0,3869450.009198524,2086,49.22287245402764,-114.10221092957018,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-114.1174821181234,49.19623653480559]}"
2665_0,5035858.8290900765,2159,38.07798745545342,-112.83358115800121,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-112.82390810899129,38.03916070604114]}"
2666_0,4708773.001778433,328,34.007192682387995,-84.61087646588607,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.60782503479713,33.99674192750329]}"
2667_0,5008558.5061163325,1437,39.31323455452015,-112.53011343118673,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-112.50051460670826,39.332734715173245]}"
2668_0,4592879.895414278,32,30.46679001042824,-93.60557739260695,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.58199472315114,30.439413402389984]}"
2669_0,3816022.2820010353,405,46.80008426522152,-94.55371911031041,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.55217523000023,46.77078526768288]}"
2672_0,4249612.450380031,450,41.56112199294849,-79.71021421236962,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.67607412498096,41.596489231154436]}"
2673_0,4831550.666076378,1559,42.08873803893983,-119.9772859004628,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.9385651592179,42.08157948457898]}"
2675_0,4842105.184626606,598,30.48734573049607,-99.56446209176231,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-99.56477451538716,30.52026177796074]}"
2676_0,4683965.497069528,1828,41.468621857854615,-104.72729361640292,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-104.7390705519156,41.43479248001292]}"
2678_0,9999.0,0,29.149615527349283,-94.70146438905955,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.71387198114174,29.145839393257873]}"
2680_0,4509115.946898296,35,28.428263091776206,-97.50152451550294,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.46271675054747,28.41820401312106]}"
2681_0,4599616.436852634,1308,42.711992856447736,-114.15785853363175,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-114.1174821181234,42.72836648914504]}"
2682_0,3966382.879032999,865,49.02455471769742,-109.59900799458042,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-109.58997308616101,49.03453978366408]}"
2685_0,4398239.8366814,202,39.410749212680614,-88.75058694172353,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.73109218890573,39.413583090744005]}"
2686_0,4451011.487994187,220,34.24172720625042,-94.03534493760199,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.06708497657569,34.23928705421556]}"
2687_0,5091600.339706515,32,32.67790959727488,-117.1766734478721,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.18972038981217,32.70316791837118]}"
2688_0,4630092.633171127,192,29.05855019289071,-98.95788162465496,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.9179875108211,29.064991017687117]}"
2689_0,4524926.163308113,1919,43.15875080176094,-116.74574400353396,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-116.78547851195839,43.132608366998824]}"
2690_0,5003289.205488479,1259,39.28433115374003,-120.82038579363295,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.82789729049622,39.251886339602486]}"
2691_0,4617931.846727063,230,29.40947277802365,-98.63856976394095,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.67544238410883,29.388384519970142]}"
2692_0,9999.0,0,29.375818514006856,-92.59797908998492,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.61181421630207,29.388384519970142]}"
2693_0,5175709.348896013,1628,38.18489887444146,-115.04927379275348,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-115.08766262497248,38.20085745718265]}"
2695_0,4881546.358970214,608,31.26509657119415,-99.73294554255048,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-99.72647126652868,31.24789715809755]}"
2696_0,5222350.585654004,74,36.242310915996505,-119.96131426480613,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.9385651592179,36.260496443484485]}"
2698_0,4214791.266133456,909,45.89035891525092,-103.86473253472309,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.84973842063728,45.88145313640456]}"
2699_0,4381827.30737204,220,39.547290020144644,-90.83514627560373,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.8331499537454,39.57527984188552]}"
2700_0,4075696.262109483,324,44.748467793452825,-95.22410207954292,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.19896223456628,44.74957587841396]}"
2701_0,5152171.891447383,2113,37.424199863175794,-112.87469591157348,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-112.90475648456204,37.39237370147508]}"
2702_0,5218136.655317246,1643,36.18454008235534,-111.69274185970275,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.6920308510007,36.179648067913725]}"
2703_0,4372193.073924552,280,39.86126777458268,-81.45344128456124,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.4547383875376,39.89867334416854]}"
2704_0,9999.0,0,35.018005297533314,-76.08081638806995,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.11874559986765,35.04777080992313]}"
2705_0,4356946.658313821,411,41.91726858551344,-96.77467813043904,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-96.73508137041067,41.91988273343747]}"
2706_0,4385195.676321812,240,48.23685811270159,-68.75189260693232,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-68.76154342292877,48.22605602795651]}"
2707_0,4351623.353062679,243,40.925722988035446,-85.14309436411087,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.17376366379243,40.949702226588386]}"
2709_0,4496539.0789759215,407,37.22586960409407,-92.38538451808682,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.36926908958979,37.23067695033357]}"
2710_0,4663378.689963364,18,31.18944665234048,-91.94420359826702,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.965027211736,31.167048782526795]}"
2711_0,4686817.0141072,178,38.93793912794164,-77.8641294793906,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.8974098624243,38.92849283731946]}"
2712_0,5062683.708313821,0,35.980220425550826,-76.32648318063825,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.36129072657992,36.01795131677221]}"
2713_0,5177554.770642588,2087,36.33197083307956,-111.97886428172713,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-112.01542435328372,36.34134481905524]}"
2714_0,4948353.637394872,28,34.898763825883165,-77.68387850472203,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.65486473571202,34.88607405878162]}"
2717_0,4285357.171042131,148,40.38019515862742,-89.99154082419314,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.02466619803783,40.38376359759309]}"
2719_0,4963158.650636881,161,25.819481335044728,-99.42239264330176,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-99.40307776424564,25.83105599485684]}"
2720_0,9999.0,1,39.82639495863187,-74.08246627614771,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.09753621059872,39.81782496859779]}"
2721_0,4359833.995956515,206,39.82120478362606,-88.9179062138855,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.89278894004724,39.81782496859779]}"
2722_0,3565072.363593501,332,49.343827009992914,-94.2001502330441,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.2287817277172,49.357933285947105]}"
2723_0,4914277.6418754645,84,37.16195479055477,-77.67739648569432,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.65486473571202,37.14982857476281]}"
2724_0,5007972.615733912,15,33.52441420496762,-79.61876930115791,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.59522574941019,33.51165167407875]}"
2725_0,5179355.262509027,48,37.02911514808983,-120.40237790487788,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.42365541264245,37.068980199192055]}"
2727_0,5041272.884426835,2164,38.2542732073912,-112.24757934880826,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-112.25796947999599,38.2817058327534]}"
2730_0,4276069.676036424,189,41.400014109716096,-91.18550903176704,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.15654345602843,41.43479248001292]}"
2732_0,5402033.320899437,2300,27.763456099109977,-107.02399837192128,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.0028250678968,27.771417008555005]}"
2733_0,5266868.169729346,1967,34.32623932428343,-106.14578375702699,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.11349293661847,34.32013542978632]}"
2734_0,3679521.0067156474,460,47.77341841379882,-92.08466005902527,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.04587558730677,47.740965774531965]}"
2735_0,4198180.542075236,902,45.72788527108437,-107.68383915245958,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.64961207246284,45.71975638526304]}"
2736_0,4635459.904917702,575,36.22968600531715,-84.47525361416821,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.44612828365561,36.260496443484485]}"
2737_0,5404015.889249894,391,34.37634721973854,-115.88421244572957,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-115.89614638068005,34.40098380535707]}"
2739_0,5170630.277463364,1392,34.887623368676564,-112.43397567655506,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-112.41966623113751,34.88607405878162]}"
2740_0,4494046.921612907,343,37.530589732686266,-83.13807615534961,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.1525542745235,37.55407045261659]}"
2741_0,5493914.735682542,10,24.140335937935724,-110.3286984174969,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.31760846629783,24.133240107870943]}"
2742_0,9999.0,0,37.29685758019943,-123.45422011094671,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.41504530876045,37.31152532590432]}"
2743_0,4820486.134797839,180,27.307767504734908,-99.90475179959518,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-99.88816801767018,27.286326755130464]}"
2744_0,5279251.090505602,1516,32.445946767131936,-105.62524798553383,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-105.62840268319393,32.460622791658906]}"
2745_0,4721522.227463365,723,39.00006472735037,-99.68929273351277,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-99.72647126652868,39.00934121289022]}"
2746_0,5159277.939021584,10,24.72246675350823,-107.70813732274797,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.73046044803361,24.69917873686624]}"
2747_0,5224772.572897154,154,35.58890310085016,-119.11966810672621,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.13008140351033,35.61370943891843]}"
2748_0,4741221.1625946425,283,42.25258154568992,-72.80932719033713,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.80396220146662,42.243276235720494]}"
2751_0,5191305.490248753,1742,35.26060536691986,-112.63246274836973,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-112.66221135784978,35.2903159366354]}"
2752_0,4362592.9410193,229,43.09205804118798,-81.73685243505176,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.69728351424988,43.051759991428064]}"
2754_0,4473770.552434825,309,37.64039161605168,-92.07894422979919,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.04587558730677,37.63491882818735]}"
2755_0,4044521.502834369,809,47.65144824605085,-108.21711266201406,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-108.21555070145814,47.66011739896121]}"
2756_0,4815254.202035282,2444,40.924941989524235,-106.97748617779354,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.0028250678968,40.949702226588386]}"
2757_0,4342608.678062679,362,41.15814244296226,-96.17956953955076,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-96.16914274141537,41.19224735330066]}"
2758_0,9999.0,0,30.753689156606576,-81.36748473703318,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.37389001196685,30.76280690467301]}"
2759_0,4432808.498096926,1337,44.36507767440881,-105.20657000122961,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-105.22416080534015,44.34533400056017]}"
2760_0,5251117.974267017,1712,38.08862088470315,-118.04285853281567,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.07905252109049,38.12000908161189]}"
2761_0,4409061.382543273,209,42.66358663110725,-81.47330045295644,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.4547383875376,42.64751811357428]}"
2762_0,4881928.283256743,2046,41.90167804463188,-107.71793928942706,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.73046044803361,41.91988273343747]}"
2763_0,4475319.121527291,172,42.42490796406193,-80.06878237339764,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.08031600283473,42.404972986862006]}"
2765_0,4861043.838650579,2120,41.60319180254936,-108.82665773529223,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-108.8623377060242,41.596489231154436]}"
2766_0,5074389.601207657,1184,34.991797790743355,-102.37896945318089,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.39446766036365,34.96692243435237]}"
2767_0,5463662.669729346,1251,28.764437442958844,-104.65358295869468,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-104.65822217634485,28.741597515404088]}"
2768_0,4115404.108599209,347,44.620210762129915,-84.24798416314886,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.28443153251409,44.587879127272444]}"
2769_0,4073758.461338935,303,44.29077856833234,-94.67741323574683,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.71387198114174,44.26448562498942]}"
2770_0,5123233.7456425885,2067,39.320644489529045,-117.17968366469154,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.18972038981217,39.332734715173245]}"
2771_0,4109986.738764734,336,45.00071980157847,-96.36726158093659,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-96.33083949255688,44.99212100512623]}"
2773_0,5671977.599495328,1173,26.57031603922868,-104.0314233349134,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-104.01143517177879,26.55869137499365]}"
2775_0,4243545.4921893915,272,41.96475756631564,-91.92834056592363,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.965027211736,42.00073110900822]}"
2778_0,4352426.99510035,245,40.57103055160279,-92.25367083570153,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.28842071401904,40.5454603487346]}"
2779_0,4495457.862965647,274,39.53381755016453,-83.32408831562225,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.31425102566502,39.49443146631476]}"
2780_0,4345678.294986195,309,40.97256655222517,-93.58296088472927,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.58199472315114,40.949702226588386]}"
2783_0,9999.0,0,25.654211334804643,-81.39394853320356,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.37389001196685,25.669359243715324]}"
2784_0,5134110.639649438,3250,37.04204472755446,-106.44506317196527,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.4368864389015,37.068980199192055]}"
2785_0,5348600.41579099,1623,31.88935020025586,-105.83895090534575,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-105.8709478099062,31.89468416266361]}"
2786_0,4627941.549209939,548,29.7797262738357,-98.84949696878547,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.83713913525034,29.792626397823927]}"
2787_0,9999.0,0,44.13827940924972,-124.3497044343136,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-124.38522581560953,44.102788873847906]}"
2789_0,4880908.340220214,32,41.37841115218337,-72.98468610041859,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.96565895260812,41.35394410444217]}"
2790_0,4333477.462708798,458,47.943959790596836,-70.11921594963496,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.13596580763164,47.98351090124424]}"
2791_0,4327800.166647154,354,46.79019945113703,-69.17129413086975,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.16578530078255,46.77078526768288]}"
2792_0,4669687.886909711,208,33.10924094263062,-97.21547038914659,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.2201716238352,33.107409796224964]}"
2793_0,9999.0,0,31.224754113408146,-80.00412344177033,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.99946762726398,31.24789715809755]}"
2797_0,5121170.460454232,1379,35.833027480095154,-103.6305083224561,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.60719329392501,35.8562545656307]}"
2800_0,5456287.770813821,1294,28.169138587699408,-104.92686460104183,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-104.90076730305711,28.17565888640879]}"
2801_0,4743530.279889164,189,33.64438381834778,-86.76500544426116,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.79073117520757,33.67334842522026]}"
2802_0,5046454.171898296,1513,40.09134336004591,-120.66577439567709,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.66620053935472,40.060370095310056]}"
2803_0,5001665.600779574,1623,39.96253465297139,-117.03068017484658,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.02802363867065,39.9795217197393]}"
2804_0,3977718.917303547,622,48.17132992345187,-104.45919020530509,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-104.49652542520333,48.14520765238575]}"
2805_0,4470789.6346266065,1729,44.10321907349694,-118.84403482735134,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.8066879012273,44.102788873847906]}"
2806_0,5190851.080174551,1332,37.03400546400218,-111.01834240572188,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.04524384643464,37.068980199192055]}"
2807_0,5399122.05762889,19,32.50451393103971,-115.45338652815232,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-115.49190450282627,32.541471167229666]}"
2808_0,4683526.871955373,1602,40.99430036008341,-103.89531879933325,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.93058679620803,41.03055060215914]}"
2809_0,3783014.6742670173,468,47.11872588463259,-95.02538865970301,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.03726548342478,47.09417876996591]}"
2810_0,5221289.774381173,1303,29.845771253918052,-110.37394426282547,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.39845684186858,29.873474773394683]}"
2811_0,4377965.865591218,1314,43.79695680030892,-121.54690366932697,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.55553267063304,43.779395371564874]}"
2812_0,5367524.9473549165,4,27.668435757891007,-113.83782643433032,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-113.87493699141113,27.69056863298425]}"
2813_0,5127004.058970214,256,25.29168346308121,-107.50137532436204,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.48791532132134,25.26511736586154]}"
2814_0,9999.0,0,37.73510616397736,-122.27535601897293,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.28316805076986,37.715767203758105]}"
2815_0,5191658.3743811725,1766,37.38965669570841,-110.09649713527975,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.07506333958555,37.39237370147508]}"
2816_0,9999.0,0,39.79962578029491,-124.52837534124914,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-124.54692256675105,39.81782496859779]}"
2817_0,4528584.802663136,370,38.83161040851133,-97.2146929999941,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.2201716238352,38.8476444617487]}"
2818_0,5415733.80857067,885,29.96479153497311,-104.69277417237623,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-104.65822217634485,29.954323148965443]}"
2819_0,4121559.555745328,408,45.3335719669872,-98.04534955671004,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.02865537954277,45.31551450740926]}"
2820_0,4806270.336167702,1970,41.55396371579573,-111.0092745840711,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.04524384643464,41.51564085558368]}"
2821_0,5321843.31507752,1480,31.5810707926492,-104.58061468181653,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-104.57737380077408,31.57129066038058]}"
2822_0,4810685.361966789,39,32.23801854878045,-87.15374612298726,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.1141246774906,32.218077664946634]}"
2824_0,5452747.869700807,718,34.95014580221311,-116.44640396489814,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-116.46208500967535,34.96692243435237]}"
2826_0,4259924.938764734,375,41.49767587052865,-80.18133018450088,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.16116437840549,41.51564085558368]}"
2827_0,4327293.151749894,1778,43.925174860245285,-121.75463300595172,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.71722942177456,43.941092122706394]}"
2829_0,9999.0,2,29.74916779240279,-93.66888731976381,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.66284309872191,29.71177802225317]}"
2830_0,4122580.9349976107,711,45.96037178752495,-101.74946036005207,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-101.7476806557976,45.96230151197531]}"
2831_0,9999.0,0,26.009952490441847,-109.75274516542544,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-109.75166983730253,25.992752745998352]}"
2832_0,5187259.606030716,1697,38.83129306420554,-118.98345564001491,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.96838465236883,38.8476444617487]}"
2833_0,4594141.982885739,50,33.13230430190164,-91.90321354818799,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.88417883616525,33.107409796224964]}"
2834_0,9999.0,0,32.54204103408992,-79.50475107398417,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.51437737383944,32.541471167229666]}"
2835_0,3843656.3195295744,364,47.63127246039349,-76.41333405673684,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.44213910215068,47.66011739896121]}"
2836_0,5078604.688450807,68,24.845645837562696,-107.3063284934872,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.32621857017982,24.860875488007757]}"
2837_0,4873911.025808113,263,37.229644338332406,-79.46262051883379,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.43352899826868,37.23067695033357]}"
2838_0,4308054.98405583,2274,45.29477509550246,-111.41191587135273,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.44948572428842,45.31551450740926]}"
2839_0,4404691.2074861955,201,39.27678194986711,-89.15296226920692,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.13533406675951,39.251886339602486]}"
2840_0,3969047.3544610813,62,43.334285266586335,-124.29062191581288,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-124.30437744003878,43.294305118140336]}"
2841_0,4964615.612708798,1896,38.52248374623884,-105.39156098178955,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-105.38585755648165,38.524250959465675]}"
2842_0,4197467.879061538,246,44.96666536819096,-83.68932266893148,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.7184929035188,44.99212100512623]}"
2843_0,4626856.5270638205,27,32.57250259901168,-91.94413857821891,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.965027211736,32.541471167229666]}"
2844_0,4207589.536281858,484,42.5926349950325,-123.96643918605463,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.98098393775575,42.566669738003526]}"
2846_0,4469254.985853775,201,35.05863868542567,-94.10903484639212,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.14793335214644,35.04777080992313]}"
2847_0,9999.0,0,24.06261126452919,-107.8397946212653,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.81130882360436,24.052391732300187]}"
2848_0,9999.0,0,38.26457719174061,-74.04811415855534,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.01668783502797,38.2817058327534]}"
2849_0,4531112.935168844,226,35.48311546463715,-92.24189611319382,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.20757233844827,35.452012687776914]}"
2851_0,4571872.966247611,113,31.50072756498766,-95.34090672261034,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.3606589857078,31.490442284809824]}"
2852_0,4283069.282628889,175,41.75861124246762,-87.10348729496991,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.1141246774906,41.758185982295956]}"
2853_0,4617606.776978204,173,29.30972966467427,-98.464818937353,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.43289725739656,29.307536144399386]}"
2854_0,4225201.308285282,272,45.671481558637886,-119.3930242653578,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.3726265302226,45.63890800969229]}"
2855_0,9999.0,0,32.09774997439204,-79.64416609205234,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.67607412498096,32.13722928937588]}"
2856_0,4314758.26938688,1025,45.2692596621897,-104.0385468835694,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-104.01143517177879,45.2346661318385]}"
2857_0,5167975.649951949,116,27.193633517437565,-109.2919099191934,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-109.26657958387798,27.205478379559707]}"
2859_0,4680289.1936734095,1708,41.13273979409582,-104.39976897469592,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-104.41567704963258,41.1113989777299]}"
2861_0,9999.0,17,35.496089673524715,-121.08370931403223,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.0704424172085,35.53286106334767]}"
2862_0,5367610.585368616,1885,24.71888270813807,-99.96939481006682,2022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-99.96901639324093,24.69917873686624]}"
